Name,LSFormula,RT,Calc Mass,Class,FA,FA Group Key,MainIon,,,
TG(16:2_11:3_18:2) +NH4,C48 H78 O6,17.181,750.5798,TG,16:2_11:3_18:2,45:07:00,#REF!,,,
TG(12:1e_11:4_22:6),C48 H72 O5,17.324,728.538,TG,12:1e_11:4_22:6,45:11e,#NAME?,,,
TG(16:1_6:0_18:1) +NH4,C43 H78 O6,17.326,690.5798,TG,16:1_6:0_18:1,40:02:00,0,,,
TG(21:0_11:1_11:1) +NH4,C46 H84 O6,17.328,732.6268,TG,21:0_11:1_11:1,43:02:00,#REF!,,,
TG(16:0_6:0_14:0) +NH4,C39 H74 O6,17.332,638.5485,TG,16:0_6:0_14:0,36:00:00,0,,,
TG(16:0_6:0_16:1) +NH4,C41 H76 O6,17.341,664.5642,TG,16:0_6:0_16:1,38:01:00,0,,,
TG(18:0_10:3_12:1),C43 H74 O6,17.35,686.5485,TG,18:0_10:3_12:1,40:04:00,#NAME?,,,
TG(6:0_11:1_23:0) +NH4,C43 H80 O6,17.351,692.5955,TG,6:0_11:1_23:0,40:01:00,0,,,
TG(4:0_16:0_22:5) +NH4,C45 H76 O6,17.359,712.5642,TG,4:0_16:0_22:5,42:05:00,#REF!,,,
TG(16:0_10:4_16:0) +NH4,C45 H78 O6,17.366,714.5798,TG,16:0_10:4_16:0,42:04:00,#REF!,,,
TG(16:4_8:0_20:5),C47 H72 O6,17.396,732.5329,TG,16:4_8:0_20:5,44:09:00,#NAME?,,,
TG(16:1_11:1_18:3) +NH4,C48 H82 O6,17.515,754.6111,TG,16:1_11:1_18:3,45:05:00,#REF!,,,
TG(6:0_18:1_18:1) +NH4,C45 H82 O6,17.533,718.6111,TG,6:0_18:1_18:1,42:02:00,0,,,
TG(16:0_11:2_16:0) +NH4,C46 H84 O6,17.541,732.6268,TG,16:0_11:2_16:0,43:02:00,#REF!,,,
TG(6:0_18:1_18:2) +NH4,C45 H80 O6,17.546,716.5955,TG,6:0_18:1_18:2,42:03:00,0,,,
TG(16:0_10:3_18:2) +NH4,C47 H80 O6,17.552,740.5955,TG,16:0_10:3_18:2,44:05:00,#REF!,,,
TG(16:1_6:0_18:1) +NH4,C43 H78 O6,17.565,690.5798,TG,16:1_6:0_18:1,40:02:00,0,,,
TG(16:0_11:3_14:3) +NH4,C44 H72 O6,17.566,696.5329,TG,16:0_11:3_14:3,41:06:00,0,,,
TG(4:0_16:0_18:1) +NH4,C41 H76 O6,17.589,664.5642,TG,4:0_16:0_18:1,38:01:00,0,,,
TG(18:0_10:3_11:2) +NH4,C42 H70 O6,17.59,670.5172,TG,18:0_10:3_11:2,39:05:00,0,,,
TG(4:0_16:0_21:1) +NH4,C44 H82 O6,17.6,706.6111,TG,4:0_16:0_21:1,41:01:00,0,,,
TG(16:0_10:4_18:3) +NH4,C47 H76 O6,17.609,736.5642,TG,16:0_10:4_18:3,44:07:00,#REF!,,,
TG(4:0_16:0_22:5) +NH4,C45 H76 O6,17.615,712.5642,TG,4:0_16:0_22:5,42:05:00,#REF!,,,
TG(4:0_16:0_16:0) +NH4,C39 H74 O6,17.622,638.5485,TG,4:0_16:0_16:0,36:00:00,0,,,
TG(4:0_16:1_20:0) +NH4,C43 H80 O6,17.627,692.5955,TG,4:0_16:1_20:0,40:01:00,0,,,
TG(18:0_8:0_13:0) +NH4,C42 H80 O6,17.661,680.5955,TG,18:0_8:0_13:0,39:00:00,0,,,
TG(18:3_11:1_18:2) +NH4,C50 H84 O6,17.706,780.6268,TG,18:3_11:1_18:2,47:06:00,#REF!,,,
TG(14:0e_14:0_22:6),C53 H92 O5,17.724,808.6945,TG,14:0e_14:0_22:6,50:6e,#NAME?,,,
TG(18:1_11:2_14:3) +NH4,C46 H76 O6,17.746,724.5642,TG,18:1_11:2_14:3,43:06:00,#REF!,,,
DG(12:0e_11:4),C26 H44 O4,17.76,420.324,DG,12:0e_11:4,23:4e,#NAME?,,,
TG(18:1_11:2_12:2) +NH4,C44 H74 O6,17.763,698.5485,TG,18:1_11:2_12:2,41:05:00,0,,,
TG(9:0_12:2_22:0) +NH4,C46 H84 O6,17.806,732.6268,TG,9:0_12:2_22:0,43:02:00,#REF!,,,
TG(16:0_11:4_12:0) +NH4,C42 H72 O6,17.81,672.5329,TG,16:0_11:4_12:0,39:04:00,0,,,
TG(4:0_16:0_18:1) +NH4,C41 H76 O6,17.823,664.5642,TG,4:0_16:0_18:1,38:01:00,0,,,
TG(4:0_18:0_18:4),C43 H74 O6,17.825,686.5485,TG,4:0_18:0_18:4,40:04:00,#NAME?,,,
TG(16:1_10:1_16:1) +NH4,C45 H80 O6,17.838,716.5955,TG,16:1_10:1_16:1,42:03:00,0,,,
TG(4:0_16:1_20:0) +NH4,C43 H80 O6,17.851,692.5955,TG,4:0_16:1_20:0,40:01:00,0,,,
TG(18:1_11:2_14:2) +NH4,C46 H78 O6,17.851,726.5798,TG,18:1_11:2_14:2,43:05:00,#REF!,,,
TG(4:0_16:0_16:0) +NH4,C39 H74 O6,17.855,638.5485,TG,4:0_16:0_16:0,36:00:00,0,,,
TG(4:0_18:1_18:1) +NH4,C43 H78 O6,17.855,690.5798,TG,4:0_18:1_18:1,40:02:00,0,,,
TG(16:2_11:3_18:1) +NH4,C48 H80 O6,17.858,752.5955,TG,16:2_11:3_18:1,45:06:00,#REF!,,,
TG(16:0_10:2_16:1) +NH4,C45 H80 O6,17.947,716.5955,TG,16:0_10:2_16:1,42:03:00,0,,,
TG(16:0_11:4_18:3) +NH4,C48 H78 O6,17.96,750.5798,TG,16:0_11:4_18:3,45:07:00,#REF!,,,
TG(19:0_11:2_11:3) +NH4,C44 H74 O6,17.983,698.5485,TG,19:0_11:2_11:3,41:05:00,0,,,
TG(16:0_11:2_12:2) +NH4,C42 H72 O6,18.021,672.5329,TG,16:0_11:2_12:2,39:04:00,0,,,
TG(18:1_11:3_14:2) +NH4,C46 H76 O6,18.032,724.5642,TG,18:1_11:3_14:2,43:06:00,#REF!,,,
TG(4:0_17:0_18:1) +NH4,C42 H78 O6,18.045,678.5798,TG,4:0_17:0_18:1,39:01:00,0,,,
TG(16:2_11:4_18:0) +NH4,C48 H80 O6,18.092,752.5955,TG,16:2_11:4_18:0,45:06:00,#REF!,,,
TG(12:0_18:3_18:3) +NH4,C51 H86 O6,18.109,794.6424,TG,12:0_18:3_18:3,48:06:00,#REF!,,,
TG(23:0_10:3_11:3),C47 H78 O6,18.118,738.5798,TG,23:0_10:3_11:3,44:06:00,#NAME?,,,
TG(4:0_18:1_19:1) +NH4,C44 H80 O6,18.121,704.5955,TG,4:0_18:1_19:1,41:02:00,0,,,
TG(4:0_17:0_18:1) +NH4,C42 H78 O6,18.209,678.5798,TG,4:0_17:0_18:1,39:01:00,0,,,
TG(16:0_10:1_18:3) +NH4,C47 H82 O6,18.218,742.6111,TG,16:0_10:1_18:3,44:04:00,#REF!,,,
TG(11:0_11:0_21:1) +NH4,C46 H86 O6,18.227,734.6424,TG,11:0_11:0_21:1,43:01:00,0,,,
TG(16:1_11:1_16:1) +NH4,C46 H82 O6,18.228,730.6111,TG,16:1_11:1_16:1,43:03:00,0,,,
TG(16:1_8:0_18:1) +NH4,C45 H82 O6,18.229,718.6111,TG,16:1_8:0_18:1,42:02:00,0,,,
TG(18:4_10:0_16:1),C47 H80 O6,18.233,740.5955,TG,18:4_10:0_16:1,44:05:00,#NAME?,,,
TG(16:0_8:0_16:1) +NH4,C43 H80 O6,18.236,692.5955,TG,16:0_8:0_16:1,40:01:00,0,,,
TG(16:0_10:3_16:1),C45 H78 O6,18.238,714.5798,TG,16:0_10:3_16:1,42:04:00,#NAME?,,,
TG(4:0_20:4_20:4),C47 H74 O6,18.252,734.5485,TG,4:0_20:4_20:4,44:08:00,#NAME?,,,
TG(18:0_11:2_14:4) +NH4,C46 H76 O6,18.286,724.5642,TG,18:0_11:2_14:4,43:06:00,#REF!,,,
TG(16:0_10:4_18:2) +NH4,C47 H78 O6,18.287,738.5798,TG,16:0_10:4_18:2,44:06:00,#REF!,,,
TG(18:3_13:0_22:6),C56 H90 O6,18.301,858.6737,TG,18:3_13:0_22:6,53:09:00,#NAME?,,,
TG(16:2e_12:3_20:5),C51 H80 O5,18.318,772.6006,TG,16:2e_12:3_20:5,48:10e,#NAME?,,,
TG(20:3e_16:1_16:1),C55 H98 O5,18.324,838.7414,TG,20:3e_16:1_16:1,52:5e,#NAME?,,,
TG(4:0_16:0_22:5) +NH4,C45 H76 O6,18.351,712.5642,TG,4:0_16:0_22:5,42:05:00,0,,,
TG(16:0_10:2_16:1) +NH4,C45 H80 O6,18.359,716.5955,TG,16:0_10:2_16:1,42:03:00,0,,,
TG(16:3_16:1_18:3) +NH4,C53 H88 O6,18.372,820.6581,TG,16:3_16:1_18:3,50:07:00,#REF!,,,
TG(8:0_14:3_22:5),C47 H74 O6,18.373,734.5485,TG,8:0_14:3_22:5,44:08:00,#NAME?,,,
TG(12:1e_11:3_18:2) +NH4,C44 H74 O5,18.391,682.5536,TG,12:1e_11:3_18:2,41:6e,0,,,
PC(16:1_23:1),C47 H90 O8 N1 P1,18.413,827.6404,PC,16:1_23:1,39:02:00,#NAME?,,,
TG(18:2e_11:4_22:6) +NH4,C54 H82 O5,18.414,810.6162,TG,18:2e_11:4_22:6,51:12e,#REF!,,,
TG(20:0_11:3_14:4) +NH4,C48 H78 O6,18.448,750.5798,TG,20:0_11:3_14:4,45:07:00,#REF!,,,
TG(16:0_10:3_18:1) +NH4,C47 H82 O6,18.466,742.6111,TG,16:0_10:3_18:1,44:04:00,#REF!,,,
TG(4:0_16:0_22:5) +NH4,C45 H76 O6,18.479,712.5642,TG,4:0_16:0_22:5,42:05:00,0,,,
TG(6:0_18:1_18:1) +NH4,C45 H82 O6,18.489,718.6111,TG,6:0_18:1_18:1,42:02:00,0,,,
TG(25:1_9:0_9:0) +NH4,C46 H86 O6,18.502,734.6424,TG,25:1_9:0_9:0,43:01:00,0,,,
TG(16:0_11:2_14:3) +NH4,C44 H74 O6,18.503,698.5485,TG,16:0_11:2_14:3,41:05:00,0,,,
TG(25:0_6:0_11:1) +NH4,C45 H84 O6,18.507,720.6268,TG,25:0_6:0_11:1,42:01:00,0,,,
TG(16:0_8:0_16:1) +NH4,C43 H80 O6,18.512,692.5955,TG,16:0_8:0_16:1,40:01:00,0,,,
TG(6:0_18:1_20:4),C47 H80 O6,18.53,740.5955,TG,6:0_18:1_20:4,44:05:00,#NAME?,,,
TG(16:0_6:0_16:0) +NH4,C41 H78 O6,18.559,666.5798,TG,16:0_6:0_16:0,38:00:00,0,,,
TG(19:1_11:2_14:3) +NH4,C47 H78 O6,18.563,738.5798,TG,19:1_11:2_14:3,44:06:00,#REF!,,,
TG(18:3_18:3_18:3) +NH4,C57 H92 O6,18.585,872.6894,TG,18:3_18:3_18:3,54:09:00,#REF!,,,
TG(18:2_11:1_18:2) +NH4,C50 H86 O6,18.603,782.6424,TG,18:2_11:1_18:2,47:05:00,#REF!,,,
TG(16:1_11:1_18:2) +NH4,C48 H84 O6,18.638,756.6268,TG,16:1_11:1_18:2,45:04:00,#REF!,,,
TG(20:4e_14:2_14:4),C51 H80 O5,18.64,772.6006,TG,20:4e_14:2_14:4,48:10e,#NAME?,,,
TG(20:0_14:2_14:2) +NH4,C51 H90 O6,18.646,798.6737,TG,20:0_14:2_14:2,48:04:00,#REF!,,,
TG(16:1_12:0_18:3) +NH4,C49 H86 O6,18.691,770.6424,TG,16:1_12:0_18:3,46:04:00,#REF!,,,
TG(18:0_11:2_14:3) +NH4,C46 H78 O6,18.714,726.5798,TG,18:0_11:2_14:3,43:05:00,0,,,
TG(16:0_10:0_18:3) +NH4,C47 H84 O6,18.731,744.6268,TG,16:0_10:0_18:3,44:03:00,0,,,
TG(4:0_18:1_20:1) +NH4,C45 H82 O6,18.733,718.6111,TG,4:0_18:1_20:1,42:02:00,0,,,
TG(14:0_11:1_18:2) +NH4,C46 H82 O6,18.738,730.6111,TG,14:0_11:1_18:2,43:03:00,0,,,
TG(12:0e_11:4_22:6),C48 H74 O5,18.739,730.5536,TG,12:0e_11:4_22:6,45:10e,#NAME?,,,
TG(18:1_11:2_12:2) +NH4,C44 H74 O6,18.74,698.5485,TG,18:1_11:2_12:2,41:05:00,0,,,
DG(22:6_21:1),C46 H76 O5,18.745,708.5693,DG,22:6_21:1,43:07:00,#NAME?,,,
TG(16:1e_16:1_22:5),C57 H98 O5,18.752,862.7414,TG,16:1e_16:1_22:5,54:7e,#NAME?,,,
TG(16:0_9:0_18:1) +NH4,C46 H86 O6,18.753,734.6424,TG,16:0_9:0_18:1,43:01:00,0,,,
TG(16:1e_16:0_20:3),C55 H100 O5,18.756,840.7571,TG,16:1e_16:0_20:3,52:4e,#NAME?,,,
TG(20:4_10:2_21:1),C54 H90 O6,18.759,834.6737,TG,20:4_10:2_21:1,51:07:00,#NAME?,,,
TG(16:0_6:0_18:1) +NH4,C43 H80 O6,18.763,692.5955,TG,16:0_6:0_18:1,40:01:00,0,,,
TG(20:4e_16:1_16:1),C55 H96 O5,18.77,836.7258,TG,20:4e_16:1_16:1,52:6e,#NAME?,,,
TG(19:1_12:3_22:6),C56 H88 O6,18.775,856.6581,TG,19:1_12:3_22:6,53:10:00,#NAME?,,,
TG(14:1e_11:3_18:3) +NH4,C46 H76 O5,18.794,708.5693,TG,14:1e_11:3_18:3,43:7e,0,,,
TG(4:0_16:0_18:0) +NH4,C41 H78 O6,18.806,666.5798,TG,4:0_16:0_18:0,38:00:00,0,,,
TG(18:2_14:4_18:2),C53 H86 O6,18.812,818.6424,TG,18:2_14:4_18:2,50:08:00,#NAME?,,,
PC(20:3e_21:0),C49 H94 O7 N1 P1,18.817,839.6768,PC,20:3e_21:0,41:3e,#NAME?,,,
PC(20:0e_20:0),C48 H98 O7 N1 P1,18.828,831.7081,PC,20:0e_20:0,40:0e,#NAME?,,,
TG(16:0_9:0_18:2) +NH4,C46 H84 O6,18.832,732.6268,TG,16:0_9:0_18:2,43:02:00,0,,,
LPC(37:0),C45 H92 O7 N1 P1,18.836,789.6611,LPC,37:00:00,37:00:00,#NAME?,,,
TG(16:0_11:3_18:3),C48 H80 O6,18.855,752.5955,TG,16:0_11:3_18:3,45:06:00,#NAME?,,,
TG(16:0_11:1_18:3) +NH4,C48 H84 O6,18.862,756.6268,TG,16:0_11:1_18:3,45:04:00,#REF!,,,
TG(16:0_9:0_16:1) +NH4,C44 H82 O6,18.884,706.6111,TG,16:0_9:0_16:1,41:01:00,0,,,
TG(16:1_14:1_18:3) +NH4,C51 H88 O6,18.916,796.6581,TG,16:1_14:1_18:3,48:05:00,#REF!,,,
TG(20:4_11:3_14:1),C48 H76 O6,18.923,748.5642,TG,20:4_11:3_14:1,45:08:00,#NAME?,,,
TG(18:0_11:3_14:2) +NH4,C46 H78 O6,18.926,726.5798,TG,18:0_11:3_14:2,43:05:00,0,,,
TG(18:3e_10:4_18:4),C49 H74 O5,18.937,742.5536,TG,18:3e_10:4_18:4,46:11e,#NAME?,,,
TG(8:0_11:1_22:3) +NH4,C44 H76 O6,18.972,700.5642,TG,8:0_11:1_22:3,41:04:00,0,,,
TG(16:2_10:3_19:0) +NH4,C48 H82 O6,18.975,754.6111,TG,16:2_10:3_19:0,45:05:00,#REF!,,,
TG(4:0_18:0_18:1),C43 H80 O6,18.988,692.5955,TG,4:0_18:0_18:1,40:01:00,#NAME?,,,
TG(16:0_14:3_16:1) +NH4,C49 H86 O6,18.991,770.6424,TG,16:0_14:3_16:1,46:04:00,#REF!,,,
LPC(37:0),C45 H92 O7 N1 P1,19.036,789.6611,LPC,37:00:00,37:00:00,#NAME?,,,
TG(18:3_14:1_18:2) +NH4,C53 H90 O6,19.079,822.6737,TG,18:3_14:1_18:2,50:06:00,#REF!,,,
TG(16:0_10:4_18:1) +NH4,C47 H80 O6,19.089,740.5955,TG,16:0_10:4_18:1,44:05:00,0,,,
TG(16:1_18:3_18:3) +NH4,C55 H92 O6,19.109,848.6894,TG,16:1_18:3_18:3,52:07:00,#REF!,,,
TG(20:4e_18:1_18:1)+NH4,C59 H104 O5,19.134,892.7884,TG,20:4e_18:1_18:1,56:6e,#NAME?,,,
TG(16:1_11:1_18:1) +NH4,C48 H86 O6,19.136,758.6424,TG,16:1_11:1_18:1,45:03:00,0,,,
TG(17:0_14:3_22:3),C56 H96 O6,19.139,864.7207,TG,17:0_14:3_22:3,53:06:00,#NAME?,,,
TG(16:0_11:1_14:0) +NH4,C44 H82 O6,19.146,706.6111,TG,16:0_11:1_14:0,41:01:00,0,,,
TG(18:0_11:4_16:1) +NH4,C48 H82 O6,19.15,754.6111,TG,18:0_11:4_16:1,45:05:00,0,,,
TG(20:0_11:3_14:3) +NH4,C48 H80 O6,19.159,752.5955,TG,20:0_11:3_14:3,45:06:00,#REF!,,,
TG(18:2e_10:3_18:3),C49 H80 O5,19.166,748.6006,TG,18:2e_10:3_18:3,46:8e,#NAME?,,,
TG(16:0_11:1_16:1) +NH4,C46 H84 O6,19.168,732.6268,TG,16:0_11:1_16:1,43:02:00,0,,,
TG(20:2e_16:1_18:2),C57 H102 O5,19.171,866.7727,TG,20:2e_16:1_18:2,54:5e,#NAME?,,,
TG(16:0_12:4_13:0) +NH4,C44 H76 O6,19.173,700.5642,TG,16:0_12:4_13:0,41:04:00,0,,,
TG(16:0_14:2_18:3) +NH4,C51 H88 O6,19.186,796.6581,TG,16:0_14:2_18:3,48:05:00,#REF!,,,
TG(16:1_12:0_16:1) +NH4,C47 H86 O6,19.208,746.6424,TG,16:1_12:0_16:1,44:02:00,0,,,
TG(16:0_13:0_18:2) +NH4,C50 H92 O6,19.209,788.6894,TG,16:0_13:0_18:2,47:02:00,#REF!,,,
TG(18:2e_11:4_22:6),C54 H82 O5,19.236,810.6162,TG,18:2e_11:4_22:6,51:12e,#NAME?,,,
TG(18:3e_11:2_18:3),C50 H82 O5,19.237,762.6162,TG,18:3e_11:2_18:3,47:8e,#NAME?,,,
TG(18:3_18:2_18:3) +NH4,C57 H94 O6,19.239,874.705,TG,18:3_18:2_18:3,54:08:00,#REF!,,,
TG(16:0_12:3_16:1),C47 H82 O6,19.24,742.6111,TG,16:0_12:3_16:1,44:04:00,#NAME?,,,
TG(16:1_12:0_14:0) +NH4,C45 H84 O6,19.245,720.6268,TG,16:1_12:0_14:0,42:01:00,0,,,
TG(16:1_14:1_16:1) +NH4,C49 H88 O6,19.248,772.6581,TG,16:1_14:1_16:1,46:03:00,#REF!,,,
TG(16:4_16:1_16:1),C51 H86 O6,19.259,794.6424,TG,16:4_16:1_16:1,48:06:00,#NAME?,,,
TG(11:0_13:0_21:1) +NH4,C48 H90 O6,19.26,762.6737,TG,11:0_13:0_21:1,45:01:00,0,,,
TG(16:0_8:0_16:0) +NH4,C43 H82 O6,19.263,694.6111,TG,16:0_8:0_16:0,40:00:00,0,,,
TG(18:1_11:1_18:2) +NH4,C50 H88 O6,19.281,784.6581,TG,18:1_11:1_18:2,47:04:00,#REF!,,,
TG(16:0_11:1_18:2) +NH4,C48 H86 O6,19.31,758.6424,TG,16:0_11:1_18:2,45:03:00,0,,,
TG(16:0_11:1_20:5),C50 H84 O6,19.317,780.6268,TG,16:0_11:1_20:5,47:06:00,#NAME?,,,
TG(14:0e_18:2_22:5),C57 H98 O5,19.318,862.7414,TG,14:0e_18:2_22:5,54:7e,#NAME?,,,
TG(20:4e_12:4_16:1),C51 H82 O5,19.324,774.6162,TG,20:4e_12:4_16:1,48:9e,#NAME?,,,
TG(15:0_18:3_18:3) +NH4,C54 H92 O6,19.331,836.6894,TG,15:0_18:3_18:3,51:06:00,#REF!,,,
TG(16:0_11:2_22:4) +NH4,C52 H88 O6,19.36,808.6581,TG,16:0_11:2_22:4,49:06:00,#REF!,,,
TG(12:0_11:1_22:5),C48 H80 O6,19.374,752.5955,TG,12:0_11:1_22:5,45:06:00,#NAME?,,,
TG(16:1_14:1_16:1) +NH4,C49 H88 O6,19.379,772.6581,TG,16:1_14:1_16:1,46:03:00,#REF!,,,
TG(18:4_14:1_16:1),C51 H86 O6,19.404,794.6424,TG,18:4_14:1_16:1,48:06:00,#NAME?,,,
TG(18:2e_11:4_18:2),C50 H82 O5,19.41,762.6162,TG,18:2e_11:4_18:2,47:8e,#NAME?,,,
TG(11:0_18:1_18:1) +NH4,C50 H92 O6,19.423,788.6894,TG,11:0_18:1_18:1,47:02:00,#REF!,,,
TG(18:3_18:2_18:3) +NH4,C57 H94 O6,19.439,874.705,TG,18:3_18:2_18:3,54:08:00,#REF!,,,
TG(18:0_10:3_18:1) +NH4,C49 H86 O6,19.466,770.6424,TG,18:0_10:3_18:1,46:04:00,#REF!,,,
TG(16:0_10:2_18:1),C47 H84 O6,19.47,744.6268,TG,16:0_10:2_18:1,44:03:00,#NAME?,,,
TG(18:0_6:0_18:1) +NH4,C45 H84 O6,19.478,720.6268,TG,18:0_6:0_18:1,42:01:00,0,,,
TG(14:1e_11:3_18:2) +NH4,C46 H78 O5,19.487,710.5849,TG,14:1e_11:3_18:2,43:6e,0,,,
TG(14:0e_11:4_20:5),C48 H76 O5,19.489,732.5693,TG,14:0e_11:4_20:5,45:9e,#NAME?,,,
TG(18:0_11:1_18:3) +NH4,C50 H88 O6,19.493,784.6581,TG,18:0_11:1_18:3,47:04:00,#REF!,,,
TG(18:0_6:0_16:0) +NH4,C43 H82 O6,19.529,694.6111,TG,18:0_6:0_16:0,40:00:00,0,,,
TG(15:0_18:3_18:3) +NH4,C54 H92 O6,19.535,836.6894,TG,15:0_18:3_18:3,51:06:00,#REF!,,,
TG(18:4_16:1_18:3),C55 H90 O6,19.567,846.6737,TG,18:4_16:1_18:3,52:08:00,#NAME?,,,
TG(16:1_14:1_18:2) +NH4,C51 H90 O6,19.579,798.6737,TG,16:1_14:1_18:2,48:04:00,#REF!,,,
TG(20:3e_18:1_18:1)+NH4,C59 H106 O5,19.587,894.804,TG,20:3e_18:1_18:1,56:5e,#NAME?,,,
TG(16:1_16:1_18:3) +NH4,C53 H92 O6,19.59,824.6894,TG,16:1_16:1_18:3,50:05:00,#REF!,,,
TG(11:0_16:0_16:1) +NH4,C46 H86 O6,19.592,734.6424,TG,11:0_16:0_16:1,43:01:00,0,,,
TG(16:1_14:1_16:1) +NH4,C49 H88 O6,19.596,772.6581,TG,16:1_14:1_16:1,46:03:00,0,,,
TG(18:3e_11:2_20:4),C52 H84 O5,19.596,788.6319,TG,18:3e_11:2_20:4,49:9e,#NAME?,,,
TG(16:0e_18:1_22:5)+NH4,C59 H104 O5,19.602,892.7884,TG,16:0e_18:1_22:5,56:6e,#NAME?,,,
TG(20:0e_16:0_18:3),C57 H106 O5,19.609,870.804,TG,20:0e_16:0_18:3,54:3e,#NAME?,,,
TG(20:4e_17:1_17:1),C57 H100 O5,19.609,864.7571,TG,20:4e_17:1_17:1,54:6e,#NAME?,,,
TG(16:0_14:4_16:1),C49 H84 O6,19.61,768.6268,TG,16:0_14:4_16:1,46:05:00,#NAME?,,,
TG(16:0_10:1_18:1) +NH4,C47 H86 O6,19.618,746.6424,TG,16:0_10:1_18:1,44:02:00,0,,,
TG(18:3_17:1_18:3),C56 H94 O6,19.625,862.705,TG,18:3_17:1_18:3,53:07:00,#NAME?,,,
TG(16:1_13:0_16:1) +NH4,C48 H88 O6,19.63,760.6581,TG,16:1_13:0_16:1,45:02:00,0,,,
TG(18:3e_17:1_17:1),C55 H98 O5,19.642,838.7414,TG,18:3e_17:1_17:1,52:5e,#NAME?,,,
TG(29:1_10:2_10:2) +NH4,C52 H90 O6,19.676,810.6737,TG,29:1_10:2_10:2,49:05:00,#REF!,,,
TG(16:0e_18:1_22:6)+NH4,C59 H102 O5,19.689,890.7727,TG,16:0e_18:1_22:6,56:7e,#NAME?,,,
TG(14:1e_11:3_18:2) +NH4,C46 H78 O5,19.691,710.5849,TG,14:1e_11:3_18:2,43:6e,0,,,
TG(16:1_18:2_18:3) +NH4,C55 H94 O6,19.714,850.705,TG,16:1_18:2_18:3,52:06:00,#REF!,,,
TG(20:1_14:4_21:1) +NH4,C58 H100 O6,19.715,892.752,TG,20:1_14:4_21:1,55:06:00,#REF!,,,
